1000,15
1000,30
1000,45
1000,60
1000,75
1000,90
1000,105
1000,120
1000,135
1000,150
1000,1015
1000,1030
1000,1045
1000,1060
1000,1075
1000,1090
1000,1105
1000,1120
1000,1135
1000,1150
1000,1160
1004,44,炎狱主宰,        在幻世炎狱战场中\r        击杀隐仙阁和逸龙轩的中心建筑各19座 
1004,45,武围主宰,        在幻世武围战场中\r        击杀隐仙阁和逸龙轩的中心建筑各29座 
1004,46,界河主宰,        在幻世界河战场中\r        击杀隐仙阁和逸龙轩的中心建筑各39座 
1004,47,天弈主宰,        在幻世天弈战场中\r        击杀隐仙阁 将和逸龙轩 将各49次 
1004,48,死泽散人,        击杀死泽 云游天将999次
1004,49,蛮荒散人,        击杀蛮荒 云游天将999次
1004,50,焚香散人,        击杀焚香 云游天将999次
1004,51,南疆散人,        击杀南疆 云游天将999次
1004,52,昆仑散人,        击杀昆仑 云游天将999次
1004,53,修罗散人,        击杀修罗 云游天将999次
1004,54,死泽雪猎人,        击杀死泽 雪国特使99次
1004,55,蛮荒雪猎人,        击杀蛮荒 雪国特使99次
1004,56,焚香雪猎人,        击杀焚香 雪国特使99次
1004,57,南疆雪猎人,        击杀南疆 雪国特使99次
1004,58,昆仑雪猎人,        击杀昆仑 雪国特使99次
1004,59,修罗雪猎人,        击杀修罗 雪国特使99次
1004,60,你完了,        击杀九人团Boss  密探·永\r        破除艮元镇石 密探将出现在焚香
1004,61,邪恶先锋,        击杀九人团Boss  邪恶先锋\r        破除乾元镇石 邪恶先锋将出现在昆仑
1004,62,背叛者,        击杀九人团Boss  背叛者\r        破除坎元镇石 背叛者将出现在南疆 
1004,63,小霸主,        击杀三种不同形态的 西楚霸王·项羽\r        需进入楚汉军魂战场
1004,64,流氓克星,        击杀三种不同形态的 汉王·刘邦\r        需进入楚汉军魂战场
1004,65,汉军·推倒,        在楚汉军魂战场中摧毁 汉军兵营\r        需进入楚汉军魂战场
1004,66,楚军·推倒,        在楚汉军魂战场中摧毁 楚军兵营\r        需进入楚汉军魂战场
1004,67,仙界杀星,        在混沌中击杀仙之守护99次 
1004,68,魔域杀星,        在混沌中击杀魔之守护99次 
1004,69,佛国杀星,        在混沌中击杀佛之守护99次 
1004,70,韦陀·破灭,        在混沌中击杀韦陀·荼罗
1004,71,魔君·破灭,        在混沌中击杀魔君·郁垒
1004,72,神将·破灭,        在混沌中击杀神将·扈戎
1004,73,后勤干事,        完成建功立事任务99次 
1004,74,批发宝图,        完成国家宝藏任务99次 \r        只有修罗的国家宝藏任务有效 
1004,75,天空行者,        完成天行者任务99次 
1004,76,开卷有益,        参加新科试炼99次，且未能进入榜单 
1004,77,鬼厉装收集,        收集一套鬼厉装\r        （穿戴时装达成条件）
1004,78,碧瑶装收集,        收集一套碧瑶装\r        （穿戴时装达成条件）
1004,79,雪琪装收集,        收集一套雪琪装\r        （穿戴时装达成条件）
1004,80,腾云龙装收集,        收集一套腾龙装和云龙装\r        （穿戴时装达成条件）
1004,81,青烛龙装收集,        收集一套青龙装和烛龙装\r        （穿戴时装达成条件）
1004,82,四龙装全收集,        达成四龙装全收集\r        青龙装、腾龙装、云龙装、烛龙装
1004,83,女版圣诞装收集,        收集两套圣诞装\r        （穿戴时装达成条件）
1004,84,男版圣诞装收集,        收集两套圣诞装\r        （穿戴时装达成条件）
1004,85,夏季女装收集,        收集女款夏季时装：弥云凉装和清凉装\r        （穿戴时装达成条件）
1004,86,夏季男装收集,        收集男款夏季时装：弥云凉装和刺青装\r        （穿戴时装达成条件）
1004,87,女性双花装收集,        收集一套兰花装和鲜花装\r        （穿戴时装达成条件）
1004,88,造化之天道,        获取造化之天道\r        （装备饰品达成条件）
1004,89,造化之天循,        获取造化之天循\r        （装备饰品达成条件）
1004,90,造化之玉虚,        获取造化之玉虚\r        （装备饰品达成条件）
1004,91,造化之天眷,        获取造化之天眷\r        （装备饰品达成条件）
1004,92,造化之天弈,        获取造化之天弈\r        （装备饰品达成条件）
1004,93,造化之天戍,        获取造化之天戍\r        （装备饰品达成条件）
1004,94,太虚锦囊·九计,        获取太虚锦囊·九计\r        （装备锦囊达成条件）
1004,95,神行锦囊·九计,        获取神行锦囊·九计\r        （装备锦囊达成条件）
1004,96,逍遥锦囊·九计,        获取逍遥锦囊·九计\r        （装备锦囊达成条件）
1004,97,初元罡气,        获取初元罡气\r        （装备罡气达成条件）
1004,98,固本罡气,        获取固本罡气\r        （装备罡气达成条件）
1004,99,培源罡气,        获取培源罡气\r        （装备罡气达成条件）
1004,100,含章罡气,        获取含章罡气\r        （装备罡气达成条件）
1004,101,冲虚罡气,        获取冲虚罡气\r        （装备罡气达成条件）
1004,102,金身·七星转魂,        获取金身·七星转魂\r        （装备金身达成条件）
1004,103,金身·八法运通,        获取金身·八法运通\r        （装备金身达成条件）
1004,104,法身·七星转魂,        获取法身·七星转魂\r        （装备法身达成条件）
1004,105,法身·八法运通,        获取法身·八法运通\r        （装备法身达成条件）
1004,106,吉星高照,        精炼任意一件装备（+8）成功 
1004,107,功亏一篑,        精炼任意一件装备（+8）失败 \r        （未使用完璧符，装备消失）
1004,108,鸿运当头,        精炼任意一件装备（+10）成功 
1004,109,前功尽弃,        精炼任意一件装备（+10）失败 \r        （未使用完璧符，装备消失）
1004,110,福星降临,        精炼任意一件装备（+12）成功 
1004,111,衰神附体,        精炼任意一件装备（+12）失败 \r        （未使用完璧符，装备消失）
1004,112,炼器大师,        精炼装备（+8）成功49次 
1004,113,炼器宗师,        精炼装备（+9）成功49次 
1004,114,至阳之五行刃石,        在血祭大师处兑换全属性至阳之五行刃石
1004,115,至阳之五行魁石,        在血祭大师处兑换全属性至阳之五行魁石
1004,116,至阳之五行罡石,        在血祭大师处兑换全属性至阳之五行罡石
1004,117,至阳之五行遁石,        在血祭大师处兑换全属性至阳之五行遁石
1004,118,玄阴之五行刃石,        在血祭大师处兑换全属性玄阴之五行刃石
1004,119,玄阴之五行魁石,        在血祭大师处兑换全属性玄阴之五行魁石
1004,120,玄阴之五行罡石,        在血祭大师处兑换全属性玄阴之五行罡石
1004,121,玄阴之五行遁石,        在血祭大师处兑换全属性玄阴之五行遁石
1004,122,金身·十方乾坤,        成功制造 金身·十方乾坤
1004,123,法身·十方乾坤,        成功制造 法身·十方乾坤
1004,124,金身·百劫洞冥,        成功制造 金身·百劫洞冥
1004,125,法身·百劫洞冥,        成功制造 法身·百劫洞冥
1004,126,金身·千界婆娑,        成功制造 金身·千界婆娑
1004,127,法身·千界婆娑,        成功制造 法身·千界婆娑
1004,128,金身·万流至尊,        成功制造 金身·万流至尊
1004,129,法身·万流至尊,        成功制造 法身·万流至尊
1004,130,钻石迷情,        累积制造99颗钻石\r        （需人物生产达到十级）
1004,131,轩辕制造,        累积制造99个轩辕通宝\r        （需人物生产达到十级）
1004,132,宠物装学徒,        成功制造8件★★紫色宠物装备\r        （使用1阶宠物材料）
1004,133,宠物装技师,        成功制造8件★★紫色宠物装备\r        （使用2阶宠物材料）
1004,134,宠物装大师,        成功制造8件★★紫色宠物装备\r        （使用3阶宠物材料）
1004,135,宠物装导师,        成功制造8件★★紫色宠物装备\r        （使用4阶宠物材料）
1004,136,宠物装宗师,        成功制造8件★★紫色宠物装备\r        （使用5阶宠物材料）
1004,137,宠物装神匠,        成功制造8件★★紫色宠物装备\r        （使用6阶宠物材料）
1004,138,玄天玉薄（一级）,        青云贡献度达到500万领取炙鹰令\r         河阳 白云道长处（仅青云职业）
1004,139,中天灯蕊（二级）,        青云贡献度达到1000万领取炙鹰令\r         河阳 白云道长处（仅青云职业）  
1004,140,羡天宝烛（三级）,        青云贡献度达到2000万领取炙鹰令\r         河阳 白云道长处（仅青云职业）  
1004,141,从天纂录（四级）,        青云贡献度达到3000万领取炙鹰令\r         河阳 白云道长处（仅青云职业）  
1004,142,更天金钵（五级）,        青云贡献度达到4000万领取炙鹰令\r         河阳 白云道长处（仅青云职业）  
1004,143,翠天善果（六级）,        青云贡献度达到5000万领取炙鹰令\r         河阳 白云道长处（仅青云职业）  
1004,144,廓天柒木（七级）,        青云贡献度达到6000万领取炙鹰令\r         河阳 白云道长处（仅青云职业）  
1004,145,减天罪竹（八级）,        青云贡献度达到7000万领取炙鹰令\r         河阳 白云道长处（仅青云职业）  
1004,146,沈天泣佞（九级）,        青云贡献度达到8000万领取炙鹰令\r         河阳 白云道长处（仅青云职业）  
1004,147,成天正果（十级）,        青云贡献度达到1亿领取炙鹰令\r        河阳 白云道长处（仅青云职业）  
1004,148,玄天玉薄（一级）,        鬼王贡献度达到500万领取炙鹰令\r        河阳 幽姬处（仅鬼王职业）  
1004,149,中天灯蕊（二级）,        鬼王贡献度达到1000万领取炙鹰令\r        河阳 幽姬处（仅鬼王职业）  
1004,150,羡天宝烛（三级）,        鬼王贡献度达到2000万领取炙鹰令\r        河阳 幽姬处（仅鬼王职业）  
1004,151,从天纂录（四级）,        鬼王贡献度达到3000万领取炙鹰令\r        河阳 幽姬处（仅鬼王职业）  
1004,152,更天金钵（五级）,        鬼王贡献度达到4000万领取炙鹰令\r        河阳 幽姬处（仅鬼王职业）  
1004,153,翠天善果（六级）,        鬼王贡献度达到5000万领取炙鹰令\r        河阳 幽姬处（仅鬼王职业）  
1004,154,廓天柒木（七级）,        鬼王贡献度达到6000万领取炙鹰令\r        河阳 幽姬处（仅鬼王职业）  
1004,155,减天罪竹（八级）,        鬼王贡献度达到7000万领取炙鹰令\r        河阳 幽姬处（仅鬼王职业）  
1004,156,沈天泣佞（九级）,        鬼王贡献度达到8000万领取炙鹰令\r        河阳 幽姬处（仅鬼王职业）  
1004,157,成天正果（十级）,        鬼王贡献度达到1亿领取炙鹰令\r        河阳 幽姬处（仅鬼王职业）  
1004,158,玄天玉薄（一级）,        天音贡献度达到500万领取炙鹰令\r        河阳 法济处（仅天音职业）
1004,159,中天灯蕊（二级）,        天音贡献度达到1000万领取炙鹰令\r        河阳 法济处（仅天音职业）
1004,160,羡天宝烛（三级）,        天音贡献度达到2000万领取炙鹰令\r        河阳 法济处（仅天音职业）
1004,161,从天纂录（四级）,        天音贡献度达到3000万领取炙鹰令\r        河阳 法济处（仅天音职业）
1004,162,更天金钵（五级）,        天音贡献度达到4000万领取炙鹰令\r        河阳 法济处（仅天音职业）
1004,163,翠天善果（六级）,        天音贡献度达到5000万领取炙鹰令\r        河阳 法济处（仅天音职业）
1004,164,廓天柒木（七级）,        天音贡献度达到6000万领取炙鹰令\r        河阳 法济处（仅天音职业）
1004,165,减天罪竹（八级）,        天音贡献度达到7000万领取炙鹰令\r        河阳 法济处（仅天音职业）
1004,166,沈天泣佞（九级）,        天音贡献度达到8000万领取炙鹰令\r        河阳 法济处（仅天音职业）
1004,167,成天正果（十级）,        天音贡献度达到1亿领取炙鹰令\r        河阳 法济处（仅天音职业）
1004,168,玄天玉薄（一级）,        合欢贡献度达到500万领取炙鹰令\r        河阳 唐婉儿处（仅合欢职业）
1004,169,中天灯蕊（二级）,        合欢贡献度达到1000万领取炙鹰令\r        河阳 唐婉儿处（仅合欢职业）
1004,170,羡天宝烛（三级）,        合欢贡献度达到2000万领取炙鹰令\r        河阳 唐婉儿处（仅合欢职业）
1004,171,从天纂录（四级）,        合欢贡献度达到3000万领取炙鹰令\r        河阳 唐婉儿处（仅合欢职业）
1004,172,更天金钵（五级）,        合欢贡献度达到4000万领取炙鹰令\r        河阳 唐婉儿处（仅合欢职业）
1004,173,翠天善果（六级）,        合欢贡献度达到5000万领取炙鹰令\r        河阳 唐婉儿处（仅合欢职业）
1004,174,廓天柒木（七级）,        合欢贡献度达到6000万领取炙鹰令\r        河阳 唐婉儿处（仅合欢职业）
1004,175,减天罪竹（八级）,        合欢贡献度达到7000万领取炙鹰令\r        河阳 唐婉儿处（仅合欢职业）
1004,176,沈天泣佞（九级）,        合欢贡献度达到8000万领取炙鹰令\r        河阳 唐婉儿处（仅合欢职业）
1004,177,成天正果（十级）,        合欢贡献度达到1亿领取炙鹰令\r        河阳 唐婉儿处 （仅合欢职业）
1004,178,玄天玉薄（一级）,        鬼道贡献度达到500万领取炙鹰令\r        河阳 常在处（仅鬼道职业）  
1004,179,中天灯蕊（二级）,        鬼道贡献度达到1000万领取炙鹰令\r        河阳 常在处（仅鬼道职业）  
1004,180,羡天宝烛（三级）,        鬼道贡献度达到2000万领取炙鹰令\r        河阳 常在处（仅鬼道职业）  
1004,181,从天纂录（四级）,        鬼道贡献度达到3000万领取炙鹰令\r        河阳 常在处（仅鬼道职业）  
1004,182,更天金钵（五级）,        鬼道贡献度达到4000万领取炙鹰令\r        河阳 常在处（仅鬼道职业）  
1004,183,翠天善果（六级）,        鬼道贡献度达到5000万领取炙鹰令\r        河阳 常在处（仅鬼道职业）  
1004,184,廓天柒木（七级）,        鬼道贡献度达到6000万领取炙鹰令\r        河阳 常在处（仅鬼道职业）  
1004,185,减天罪竹（八级）,        鬼道贡献度达到7000万领取炙鹰令\r        河阳 常在处（仅鬼道职业）  
1004,186,沈天泣佞（九级）,        鬼道贡献度达到8000万领取炙鹰令\r        河阳 常在处（仅鬼道职业）  
1004,187,成天正果（十级）,        鬼道贡献度达到1亿领取炙鹰令\r        河阳 常在处（仅鬼道职业）  
1004,188,玄天玉薄（一级）,        九黎贡献度达到500万领取炙鹰令\r        神域 姜虞处（仅九黎职业）  
1004,189,中天灯蕊（二级）,        九黎贡献度达到1000万领取炙鹰令\r        神域 姜虞处（仅九黎职业）  
1004,190,羡天宝烛（三级）,        九黎贡献度达到2000万领取炙鹰令\r        神域 姜虞处（仅九黎职业）  
1004,191,从天纂录（四级）,        九黎贡献度达到3000万领取炙鹰令\r        神域 姜虞处（仅九黎职业）  
1004,192,更天金钵（五级）,        九黎贡献度达到4000万领取炙鹰令\r        神域 姜虞处（仅九黎职业）  
1004,193,翠天善果（六级）,        九黎贡献度达到5000万领取炙鹰令\r        神域 姜虞处（仅九黎职业）  
1004,194,廓天柒木（七级）,        九黎贡献度达到6000万领取炙鹰令\r        神域 姜虞处（仅九黎职业）  
1004,195,减天罪竹（八级）,        九黎贡献度达到7000万领取炙鹰令\r        神域 姜虞处（仅九黎职业）  
1004,196,沈天泣佞（九级）,        九黎贡献度达到8000万领取炙鹰令\r        神域 姜虞处（仅九黎职业）  
1004,197,成天正果（十级）,        九黎贡献度达到1亿领取炙鹰令\r        神域 姜虞处（仅九黎职业）  
1004,198,玄天玉薄（一级）,        烈山贡献度达到500万领取炙鹰令\r        神域 黎恂处（仅烈山职业）  
1004,199,中天灯蕊（二级）,        烈山贡献度达到1000万领取炙鹰令\r        神域 黎恂处（仅烈山职业）  
1004,200,羡天宝烛（三级）,        烈山贡献度达到2000万领取炙鹰令\r        神域 黎恂处（仅烈山职业）  
1004,201,从天纂录（四级）,        烈山贡献度达到3000万领取炙鹰令\r        神域 黎恂处（仅烈山职业）  
1004,202,更天金钵（五级）,        烈山贡献度达到4000万领取炙鹰令\r        神域 黎恂处（仅烈山职业）  
1004,203,翠天善果（六级）,        烈山贡献度达到5000万领取炙鹰令\r        神域 黎恂处（仅烈山职业）  
1004,204,廓天柒木（七级）,        烈山贡献度达到6000万领取炙鹰令\r        神域 黎恂处（仅烈山职业）  
1004,205,减天罪竹（八级）,        烈山贡献度达到7000万领取炙鹰令\r        神域 黎恂处（仅烈山职业）  
1004,206,沈天泣佞（九级）,        烈山贡献度达到8000万领取炙鹰令\r        神域 黎恂处（仅烈山职业）  
1004,207,成天正果（十级）,        烈山贡献度达到1亿领取炙鹰令\r        神域 黎恂处（仅烈山职业）  
1004,208,九黎氏供奉,        九黎贡献度达到2亿
1004,209,烈山氏供奉,        烈山贡献度达到2亿
1004,210,挑战·混沌力王,        在天空之城中击杀混沌力王1000次
1004,211,挑战·鸿蒙大圣,        在天空之城中击杀鸿蒙大圣1000次
1004,212,挑战·焰金兽,        在天空之城中击杀焰金兽1000次
1004,213,挑战·化蛇,        在天空之城中击杀化蛇1000次
1004,214,造化之太乙,        获取造化之太乙\r        （装备饰品达成条件）
1004,215,造化之太昊,        获取造化之太昊\r        （装备饰品达成条件）
1004,216,火神·祝融真炎,        获取神级·祝融套装饰品\r        （装备项链及戒指达成条件）   
1004,217,水神·共工狂澜,        获取神级·共工套装饰品\r        （装备项链及戒指达成条件）   
1004,218,风神·风伯天飚,        获取神级·风伯套装饰品\r        （装备项链及戒指达成条件）   
1004,219,雨神·雨师煌雷,        获取神级·雨师套装饰品\r        （装备项链及戒指达成条件）   
1004,220,战神·刑天震怒,        获取神级·刑天套装饰品\r        （装备项链及戒指达成条件）   
1004,221,琴帝·帝俊情心,        获取神级·帝俊套装饰品\r        （装备项链及戒指达成条件）   
1004,222,筑基战罡,        获取筑基战罡\r        （装备罡气达成条件）
1004,223,和合战罡,        获取和合战罡\r        （装备罡气达成条件）
1004,224,辟谷战罡,        获取辟谷战罡\r        （装备罡气达成条件）
1004,225,元婴战罡,        获取元婴战罡\r        （装备罡气达成条件）
1004,226,混沌主宰,        获得幻灵石·混沌主宰\r        （装备幻灵石达成条件）
1004,227,空冥战罡,        获取空冥战罡\r        （装备罡气达成条件）
1004,228,渡劫战罡,        获取渡劫战罡\r        （装备罡气达成条件）
1004,229,寂灭战罡,        获取寂灭战罡\r        （装备罡气达成条件）
1004,230,大乘战罡,        获取大乘战罡\r        （装备罡气达成条件）
1004,231,昆仑守护者,        击杀出现在昆仑的Boss <冥界·古猿>
1004,232,南疆守护者,        击杀出现在南疆的Boss <冥界·血狮>
1004,233,焚香守护者,        击杀出现在焚香的Boss <冥界·圣使>
1004,234,蛮荒守护者,        击杀出现在蛮荒的Boss <冥界·天狼>
1004,235,死泽守护者,        击杀出现在死泽的Boss <冥界·玄鸟>
1004,236,流波守护者,        击杀出现在流波的Boss <冥界·饕餮>
1004,237,天音守护者,        击杀出现在天音的Boss <冥界·兽神>
1004,238,玄天玉薄（一级）,        怀光贡献度达到500万领取炙鹰令\r        神域 怀瞳处（仅怀光职业）  
1004,239,中天灯蕊（二级）,        怀光贡献度达到1000万领取炙鹰令\r        神域 怀瞳处（仅怀光职业）  
1004,240,羡天宝烛（三级）,        怀光贡献度达到2000万领取炙鹰令\r        神域 怀瞳处（仅怀光职业）  
1004,241,从天纂录（四级）,        怀光贡献度达到3000万领取炙鹰令\r        神域 怀瞳处（仅怀光职业）  
1004,242,更天金钵（五级）,        怀光贡献度达到4000万领取炙鹰令\r        神域 怀瞳处（仅怀光职业）  
1004,243,翠天善果（六级）,        怀光贡献度达到5000万领取炙鹰令\r        神域 怀瞳处（仅怀光职业）  
1004,244,廓天柒木（七级）,        怀光贡献度达到6000万领取炙鹰令\r        神域 怀瞳处（仅怀光职业）  
1004,245,减天罪竹（八级）,        怀光贡献度达到7000万领取炙鹰令\r        神域 怀瞳处（仅怀光职业）  
1004,246,沈天泣佞（九级）,        怀光贡献度达到8000万领取炙鹰令\r        神域 怀瞳处（仅怀光职业）  
1004,247,成天正果（十级）,        怀光贡献度达到1亿领取炙鹰令\r        神域 怀瞳处（仅怀光职业）  
1004,248,玄天玉薄（一级）,        天华贡献度达到500万领取炙鹰令\r        神域 兰羽儿处（仅天华职业）  
1004,249,中天灯蕊（二级）,        天华贡献度达到1000万领取炙鹰令\r        神域 兰羽儿处（仅天华职业）  
1004,250,羡天宝烛（三级）,        天华贡献度达到2000万领取炙鹰令\r        神域 兰羽儿处（仅天华职业）  
1004,251,从天纂录（四级）,        天华贡献度达到3000万领取炙鹰令\r        神域 兰羽儿处（仅天华职业）  
1004,252,更天金钵（五级）,        天华贡献度达到4000万领取炙鹰令\r        神域 兰羽儿处（仅天华职业）  
1004,253,翠天善果（六级）,        天华贡献度达到5000万领取炙鹰令\r        神域 兰羽儿处（仅天华职业）  
1004,254,廓天柒木（七级）,        天华贡献度达到6000万领取炙鹰令\r        神域 兰羽儿处（仅天华职业）  
1004,255,减天罪竹（八级）,        天华贡献度达到7000万领取炙鹰令\r        神域 兰羽儿处（仅天华职业）  
1004,256,沈天泣佞（九级）,        天华贡献度达到8000万领取炙鹰令\r        神域 兰羽儿处（仅天华职业）  
1004,257,成天正果（十级）,        天华贡献度达到1亿领取炙鹰令\r        神域 兰羽儿处（仅天华职业）  
1004,258,天华氏供奉,        天华贡献度达到2亿
1004,259,怀光氏供奉,        怀光贡献度达到2亿
1004,260,鬼厉装（荣耀版）收集,        收集一套鬼厉装（荣耀版）\r        （穿戴时装达成条件）
1004,261,碧瑶装（痴情版）收集,        收集一套碧瑶装（痴情版）\r        （穿戴时装达成条件）
1004,262,雪琪装（真情版）收集,        收集一套雪琪装（真情版）\r        （穿戴时装达成条件）
1004,263,玄天玉薄（一级）,        焚香贡献度达到500万领取炙鹰令\r        河阳 云泰来处（仅焚香职业）  
1004,264,中天灯蕊（二级）,        焚香贡献度达到1000万领取炙鹰令\r        河阳 云泰来处（仅焚香职业）  
1004,265,羡天宝烛（三级）,        焚香贡献度达到2000万领取炙鹰令\r        河阳 云泰来处（仅焚香职业）  
1004,266,从天纂录（四级）,        焚香贡献度达到3000万领取炙鹰令\r        河阳 云泰来处（仅焚香职业）  
1004,267,更天金钵（五级）,        焚香贡献度达到4000万领取炙鹰令\r        河阳 云泰来处（仅焚香职业）  
1004,268,翠天善果（六级）,        焚香贡献度达到5000万领取炙鹰令\r        河阳 云泰来处（仅焚香职业）  
1004,269,廓天柒木（七级）,        焚香贡献度达到6000万领取炙鹰令\r        河阳 云泰来处（仅焚香职业）  
1004,270,减天罪竹（八级）,        焚香贡献度达到7000万领取炙鹰令\r        河阳 云泰来处（仅焚香职业）  
1004,271,沈天泣佞（九级）,        焚香贡献度达到8000万领取炙鹰令\r        河阳 云泰来处（仅焚香职业）  
1004,272,成天正果（十级）,        焚香贡献度达到1亿领取炙鹰令\r        河阳 云泰来处（仅焚香职业）  
1004,273,玄天玉薄（一级）,        太昊贡献度达到500万领取炙鹰令\r        神域 百里尉迟处（仅太昊职业）  
1004,274,中天灯蕊（二级）,        太昊贡献度达到1000万领取炙鹰令\r        神域 百里尉迟处（仅太昊职业）  
1004,275,羡天宝烛（三级）,        太昊贡献度达到2000万领取炙鹰令\r        神域 百里尉迟处（仅太昊职业）  
1004,276,从天纂录（四级）,        太昊贡献度达到3000万领取炙鹰令\r        神域 百里尉迟处（仅太昊职业）  
1004,277,更天金钵（五级）,        太昊贡献度达到4000万领取炙鹰令\r        神域 百里尉迟处（仅太昊职业）  
1004,278,翠天善果（六级）,        太昊贡献度达到5000万领取炙鹰令\r        神域 百里尉迟处（仅太昊职业）  
1004,279,廓天柒木（七级）,        太昊贡献度达到6000万领取炙鹰令\r        神域 百里尉迟处（仅太昊职业）  
1004,280,减天罪竹（八级）,        太昊贡献度达到7000万领取炙鹰令\r        神域 百里尉迟处（仅太昊职业）  
1004,281,沈天泣佞（九级）,        太昊贡献度达到8000万领取炙鹰令\r        神域 百里尉迟处（仅太昊职业）  
1004,282,成天正果（十级）,        太昊贡献度达到1亿领取炙鹰令\r        神域 百里尉迟处（仅太昊职业）  
1004,283,焚香谷名宿,        焚香贡献度达到2亿
1004,284,太昊氏供奉,        太昊贡献度达到2亿
1004,285,玄天玉薄（一级）,        辰皇贡献度达到500万领取炙鹰令\r        神域 乐正先处（仅辰皇职业）  
1004,286,中天灯蕊（二级）,        辰皇贡献度达到1000万领取炙鹰令\r        神域 乐正先处（仅辰皇职业）  
1004,287,羡天宝烛（三级）,        辰皇贡献度达到2000万领取炙鹰令\r        神域 乐正先处（仅辰皇职业）  
1004,288,从天纂录（四级）,        辰皇贡献度达到3000万领取炙鹰令\r        神域 乐正先处（仅辰皇职业）  
1004,289,更天金钵（五级）,        辰皇贡献度达到4000万领取炙鹰令\r        神域 乐正先处（仅辰皇职业）  
1004,290,翠天善果（六级）,        辰皇贡献度达到5000万领取炙鹰令\r        神域 乐正先处（仅辰皇职业）  
1004,291,廓天柒木（七级）,        辰皇贡献度达到6000万领取炙鹰令\r        神域 乐正先处（仅辰皇职业）  
1004,292,减天罪竹（八级）,        辰皇贡献度达到7000万领取炙鹰令\r        神域 乐正先处（仅辰皇职业）  
1004,293,沈天泣佞（九级）,        辰皇贡献度达到8000万领取炙鹰令\r        神域 乐正先处（仅辰皇职业）  
1004,294,成天正果（十级）,        辰皇贡献度达到1亿领取炙鹰令\r        神域 乐正先处（仅辰皇职业）  
1004,295,辰皇氏供奉,        辰皇贡献度达到2亿
1004,296,雄姿英发,        一天内活跃度达到100分
1004,297,龙马精神,        连续七天活跃度达到100分
1004,298,盖世太保,        连续七天活跃度达到100分\r        达成50次
1004,299,法天象地,        飞升 人物等级达到160级
1004,300,天界演武-大杀特杀,        在天界演武中连杀超过15。\r        （自身死亡连杀计数结束）
1004,301,天界演武-杀人如麻,        在天界演武中连杀超过30。\r        （自身死亡连杀计数结束）
1004,302,天界演武-无人能挡,        在天界演武中连杀超过50。\r        （自身死亡连杀计数结束）
1004,303,天界演武-超神,        在天界演武中连杀超过100。\r        （自身死亡连杀计数结束）
1004,304,天界演武-为民除害,        终结一个连杀数在15以上的玩家
1004,305,天界演武-维护正义,        终结一个连杀数在30以上的玩家
1004,306,天界演武-替天行道,        终结一个连杀数在50以上的玩家
1004,307,天界演武-弑神,        终结一个连杀数在100以上的玩家
1004,308,天界演武-五杀,        在天界演武中短时间内连续斩杀5名敌人。\r        （10秒后连续计数结束）
1004,309,天界演武-十杀,        在天界演武中短时间内连续斩杀10名敌人。\r        （10秒后连续计数结束）
1004,310,天界演武-廿杀,        在天界演武中短时间内连续斩杀20名敌人。\r        （10秒后连续计数结束）
1004,311,天界演武-卅杀,        在天界演武中短时间内连续斩杀30名敌人。\r        （10秒后连续计数结束）
1004,312,天界演武-和平主义者,        在一次天界演武中只通过杀怪达成目标
1004,313,天界演武-杀人狂魔,        在一次天界演武中只通过杀人达成目标
1004,314,天界演武-完美一战,        在一次天界演武中一次不死达成目标
1004,315,天界演武-至尊,        完成以下天界演武成就：
1004,316,牵机族历得,        牵机贡献度达到2亿
1004,317,英招族历得,        英招贡献度达到2亿
1004,318,玄天玉薄（一级）,        牵机贡献度达到500万领取炙鹰令（仅牵机职业）  
1004,319,中天灯蕊（二级）,        牵机贡献度达到1000万领取炙鹰令（仅牵机职业） 
1004,320,羡天宝烛（三级）,        牵机贡献度达到2000万领取炙鹰令（仅牵机职业）  
1004,321,从天纂录（四级）,        牵机贡献度达到3000万领取炙鹰令（仅牵机职业）  
1004,322,更天金钵（五级）,        牵机贡献度达到4000万领取炙鹰令（仅牵机职业） 
1004,323,翠天善果（六级）,        牵机贡献度达到5000万领取炙鹰令（仅牵机职业） 
1004,324,廓天柒木（七级）,        牵机贡献度达到6000万领取炙鹰令（仅牵机职业） 
1004,325,减天罪竹（八级）,        牵机贡献度达到7000万领取炙鹰令（仅牵机职业）   
1004,326,沈天泣佞（九级）,        牵机贡献度达到8000万领取炙鹰令（仅牵机职业）  
1004,327,成天正果（十级）,        牵机贡献度达到1亿领取炙鹰令（仅牵机职业）  
1004,328,玄天玉薄（一级）,        英招贡献度达到500万领取炙鹰令（仅英招职业）  
1004,329,中天灯蕊（二级）,        英招贡献度达到1000万领取炙鹰令（仅英招职业）
1004,330,羡天宝烛（三级）,        英招贡献度达到2000万领取炙鹰令（仅英招职业）  
1004,331,从天纂录（四级）,        英招贡献度达到3000万领取炙鹰令（仅英招职业） 
1004,332,更天金钵（五级）,        英招贡献度达到4000万领取炙鹰令（仅英招职业）
1004,333,翠天善果（六级）,        英招贡献度达到5000万领取炙鹰令（仅英招职业）
1004,334,廓天柒木（七级）,        英招贡献度达到6000万领取炙鹰令（仅英招职业）
1004,335,减天罪竹（八级）,        英招贡献度达到7000万领取炙鹰令（仅英招职业）  
1004,336,沈天泣佞（九级）,        英招贡献度达到8000万领取炙鹰令（仅英招职业）
